fo_player_id,key,name,team,pos,age,risk,bye,fpts
KerleyJer11,Jeremy Kerley|NYJ|WR,Jeremy Kerley,NYJ,WR,27,Green,5,59.0
HunterJus13,Justin Hunter|TEN|WR,Justin Hunter,TEN,WR,24,Red,4,58.0
ConleyChr15,Chris Conley|KC|WR,Chris Conley,KC,WR,23,Red,9,58.0
ToiloloLev13,Levine Toilolo|ATL|TE,Levine Toilolo,ATL,TE,24,Green,10,28.0
SuccopRya09,Ryan Succop|TEN|K,Ryan Succop,TEN,K,29,Green,4,112.0
WrightJar12,Jarius Wright|MIN|WR,Jarius Wright,MIN,WR,26,Green,5,56.0
HartlineBri09,Brian Hartline|CLE|WR,Brian Hartline,CLE,WR,29,Yellow,11,55.0
FitzpatrickRya05,Ryan Fitzpatrick|NYJ|QB,Ryan Fitzpatrick,NYJ,QB,33,Red,5,224.0
HopkinsDus13,Dustin Hopkins|NO|K,Dustin Hopkins,NO,K,25,Red,11,111.0
KearseJer12,Jermaine Kearse|SEA|WR,Jermaine Kearse,SEA,WR,25,Green,9,54.0
WilsonMar13,Marquess Wilson|CHI|WR,Marquess Wilson,CHI,WR,23,Yellow,7,53.0
ToonNic12,Nick Toon|NO|WR,Nick Toon,NO,WR,27,Yellow,11,53.0
HartleyGar08,Garrett Hartley|PIT|K,Garrett Hartley,PIT,K,29,Yellow,11,110.0
GouldRob05,Robbie Gould|CHI|K,Robbie Gould,CHI,K,33,Yellow,7,110.0
WinstonJam15,Jameis Winston|TB|QB,Jameis Winston,TB,QB,21,Red,6,221.0
GabrielTay14,Taylor Gabriel|CLE|WR,Taylor Gabriel,CLE,WR,24,Yellow,11,50.0
BrownJar13,Jaron Brown|ARI|WR,Jaron Brown,ARI,WR,25,Yellow,9,50.0
BaileySte13,Stedman Bailey|STL|WR,Stedman Bailey,STL,WR,25,Green,6,50.0
LockettTyl15,Tyler Lockett|SEA|WR,Tyler Lockett,SEA,WR,23,Red,9,49.0
ForbathKai11,Kai Forbath|WAS|K,Kai Forbath,WAS,K,28,Red,8,108.0
CotcheryJer04,Jerricho Cotchery|CAR|WR,Jerricho Cotchery,CAR,WR,33,Yellow,5,46.0
WilsonAlb14,Albert Wilson|KC|WR,Albert Wilson,KC,WR,23,Yellow,9,46.0
StrongJae15,Jaelen Strong|HOU|WR,Jaelen Strong,HOU,WR,21,Red,9,46.0
KendricksLan11,Lance Kendricks|STL|TE,Lance Kendricks,STL,TE,27,Green,6,17.0
AikenKam11,Kamar Aiken|BAL|WR,Kamar Aiken,BAL,WR,26,Yellow,9,45.0
AbbrederisJar14,Jared Abbrederis|GB|WR,Jared Abbrederis,GB,WR,25,Yellow,7,45.0
WhiteKev15,Kevin White|CHI|WR,Kevin White,CHI,WR,23,Red,7,44.0
HankersonLeo11,Leonard Hankerson|ATL|WR,Leonard Hankerson,ATL,WR,27,Yellow,10,44.0
HolmesAnd11,Andre Holmes|OAK|WR,Andre Holmes,OAK,WR,27,Green,6,41.0
GinnTed07,Ted Ginn|CAR|WR,Ted Ginn,CAR,WR,30,Green,5,41.0
EllingtonBru14,Bruce Ellington|SF|WR,Bruce Ellington,SF,WR,24,Yellow,10,40.0
ColemanBra14$,Brandon Coleman|NO|WR,Brandon Coleman,NO,WR,23,Red,11,39.0
HesterDev06,Devin Hester|ATL|WR,Devin Hester,ATL,WR,33,Yellow,10,39.0
CoonsTra14$,Travis Coons|CLE|K,Travis Coons,CLE,K,23,Red,11,103.0
FullerCor13,Corey Fuller|DET|WR,Corey Fuller,DET,WR,25,Yellow,9,38.0
HardyJus15,Justin Hardy|ATL|WR,Justin Hardy,ATL,WR,24,Yellow,10,37.0
MurrayPat13,Patrick Murray|TB|K,Patrick Murray,TB,K,24,Yellow,6,102.0
ScobeeJos04,Josh Scobee|JAC|K,Josh Scobee,JAC,K,33,Red,8,102.0
ThomasDe'14,De'Anthony Thomas|KC|WR,De'Anthony Thomas,KC,WR,22,Yellow,9,33.0
